"region","order_date","total_revenue","total_orders","avg_order_value"
"Southeast Asia","2024-07-10","1043.55","4","260.8875"
"Europe","2024-07-11","1402.71","5","280.54200000000003"
"Latin America","2024-07-11","1860.3","1","1860.3"
"Middle East","2024-07-11","1420.57","4","355.1425"
"North America","2024-07-11","1440.03","9","160.00333333333333"
"Southeast Asia","2024-07-11","227.36","4","56.84"
"Europe","2024-07-12","1563.28","4","390.82"
"Latin America","2024-07-12","2297.82","5","459.564"
"Middle East","2024-07-12","738.15","3","246.04999999999998"
"North America","2024-07-12","2318.18","6","386.3633333333333"
"Southeast Asia","2024-07-12","4311.07","4","1077.7675"
"Europe","2024-07-13","2122.18","9","235.79777777777775"
"Latin America","2024-07-13","848.98","4","212.245"
"Middle East","2024-07-13","446.56","1","446.56"
"North America","2024-07-13","6280.91","10","628.091"
"Southeast Asia","2024-07-13","1123.45","4","280.8625"
"Europe","2024-07-14","729.41","4","182.3525"
"Latin America","2024-07-14","718.67","5","143.73399999999998"
"Middle East","2024-07-14","404.34000000000003","2","202.17000000000002"
"North America","2024-07-14","1799.48","4","449.87"
"Southeast Asia","2024-07-14","2796.9","8","349.6125"
"Europe","2024-07-15","1573.01","5","314.602"
"Latin America","2024-07-15","967.52","2","483.76"
"Middle East","2024-07-15","780.42","4","195.105"
"North America","2024-07-15","1053.2","6","175.53333333333333"
"Southeast Asia","2024-07-15","1590.1499999999999","5","318.03"
"Europe","2024-07-16","208.32000000000002","2","104.16000000000001"
"Latin America","2024-07-16","1333.6200000000001","4","333.40500000000003"
"Middle East","2024-07-16","81.91","2","40.955"
"North America","2024-07-16","2989.48","5","597.896"
"Southeast Asia","2024-07-16","262.82","4","65.705"
"Europe","2024-07-17","2423.35","4","605.8375"
"Latin America","2024-07-17","76.63","2","38.315"
"Middle East","2024-07-17","58.64","1","58.64"
"North America","2024-07-17","1744.1299999999999","10","174.41299999999998"
"Southeast Asia","2024-07-17","3267.3","7","466.75714285714287"
"Europe","2024-07-18","1024.06","5","204.81199999999998"
"Latin America","2024-07-18","2145.8","5","429.16"
"Middle East","2024-07-18","203.53","1","203.53"
"North America","2024-07-18","1214.71","8","151.83875"
"Southeast Asia","2024-07-18","4482.37","7","640.3385714285714"
"Europe","2024-07-19","666.07","4","166.5175"
"Latin America","2024-07-19","94.87","2","47.435"
"Middle East","2024-07-19","1395.04","2","697.52"
"North America","2024-07-19","2046.67","6","341.1116666666667"
"Southeast Asia","2024-07-19","1547.42","3","515.8066666666667"
"Europe","2024-07-20","152.87","2","76.435"
"Latin America","2024-07-20","512.37","5","102.474"
"Middle East","2024-07-20","300.58","4","75.145"
"North America","2024-07-20","673.93","7","96.27571428571427"
"Southeast Asia","2024-07-20","1505.22","7","215.03142857142856"
"Europe","2024-07-21","291.8","3","97.26666666666667"
"Latin America","2024-07-21","1979.1399999999999","6","329.8566666666666"
"Middle East","2024-07-21","314.99","3","104.99666666666667"
"North America","2024-07-21","2419.85","8","302.48125"
"Southeast Asia","2024-07-21","1211.29","4","302.8225"
"Europe","2024-07-22","2761.4","11","251.03636363636363"
"Latin America","2024-07-22","2156.71","6","359.45166666666665"
"Middle East","2024-07-22","775.4","2","387.7"
"North America","2024-07-22","630.42","4","157.605"
"Southeast Asia","2024-07-22","769.2","6","128.20000000000002"
"Europe","2024-07-23","635.59","2","317.795"
"Latin America","2024-07-23","1800.22","3","600.0733333333334"
"Middle East","2024-07-23","1975.62","4","493.905"
"North America","2024-07-23","1021.02","4","255.255"
"Southeast Asia","2024-07-23","1152.6299999999999","7","164.66142857142856"
"Europe","2024-07-24","1193.96","7","170.56571428571428"
"Latin America","2024-07-24","23.54","1","23.54"
"Middle East","2024-07-24","720.1700000000001","3","240.0566666666667"
"North America","2024-07-24","3706.36","7","529.48"
"Southeast Asia","2024-07-24","1321.51","4","330.3775"
"Europe","2024-07-25","3095.35","10","309.53499999999997"
"Latin America","2024-07-25","1677.44","5","335.488"
"Middle East","2024-07-25","59.81","1","59.81"
"North America","2024-07-25","143.62","1","143.62"
"Southeast Asia","2024-07-25","1628.28","6","271.38"
"Europe","2024-07-26","1414.25","7","202.03571428571428"
"Latin America","2024-07-26","1043.8","3","347.93333333333334"
"Middle East","2024-07-26","120.41","1","120.41"
"North America","2024-07-26","1966.36","9","218.48444444444442"
"Southeast Asia","2024-07-26","759.35","6","126.55833333333334"
"Europe","2024-07-27","1038.31","4","259.5775"
"Latin America","2024-07-27","586.93","4","146.7325"
"Middle East","2024-07-27","116.41999999999999","2","58.209999999999994"
"North America","2024-07-27","1209.22","9","134.35777777777778"
"Southeast Asia","2024-07-27","1920.95","6","320.15833333333336"
"Europe","2024-07-28","1517.21","6","252.86833333333334"
"Latin America","2024-07-28","245.21","3","81.73666666666666"
"Middle East","2024-07-28","1978.8400000000001","2","989.4200000000001"
"North America","2024-07-28","1686.58","9","187.39777777777778"
"Southeast Asia","2024-07-28","759.09","3","253.03"
"Europe","2024-07-29","369.21","1","369.21"
"Southeast Asia","2024-07-29","1065.24","2","532.62"
"Latin America","2024-07-30","145.92","1","145.92"
"North America","2024-07-30","528.06","1","528.06"
"Europe","2024-07-31","150.96","1","150.96"
"North America","2024-07-31","29.05","1","29.05"
"Europe","2024-08-01","1481.52","7","211.6457142857143"
"Latin America","2024-08-01","2969.27","5","593.854"
"Middle East","2024-08-01","2616.76","7","373.8228571428572"
"North America","2024-08-01","4529.99","8","566.24875"
"Southeast Asia","2024-08-01","1011.18","4","252.795"
"Europe","2024-08-02","1976.05","7","282.29285714285714"
"Latin America","2024-08-02","952.0799999999999","7","136.01142857142855"
"Middle East","2024-08-02","742.9300000000001","3","247.64333333333335"
"North America","2024-08-02","1394.66","6","232.44333333333336"
"Southeast Asia","2024-08-02","1683.59","8","210.44875"
"Europe","2024-08-03","2633.39","4","658.3475"
"Latin America","2024-08-03","1176.96","4","294.24"
"Middle East","2024-08-03","1450.57","2","725.285"
"North America","2024-08-03","1764.37","5","352.87399999999997"
"Southeast Asia","2024-08-03","2658.2000000000003","8","332.27500000000003"
"Europe","2024-08-04","2824.3","8","353.0375"
"Latin America","2024-08-04","1036.88","5","207.37600000000003"
"Middle East","2024-08-04","548.5899999999999","2","274.29499999999996"
"North America","2024-08-04","1506.85","9","167.42777777777778"
"Southeast Asia","2024-08-04","4614.98","6","769.1633333333333"
"Europe","2024-08-05","2205.25","10","220.525"
"Latin America","2024-08-05","2182.2599999999998","7","311.75142857142856"
"Middle East","2024-08-05","1583.2","4","395.8"
"North America","2024-08-05","334.25","6","55.708333333333336"
"Southeast Asia","2024-08-05","774.95","4","193.7375"
"Europe","2024-08-06","812.47","4","203.1175"
"Latin America","2024-08-06","281.96000000000004","2","140.98000000000002"
"Middle East","2024-08-06","986.33","3","328.7766666666667"
"North America","2024-08-06","937.3599999999999","6","156.22666666666666"
"Southeast Asia","2024-08-06","2562.3900000000003","6","427.06500000000005"
"Europe","2024-08-07","857.53","9","95.2811111111111"
"Latin America","2024-08-07","649.29","4","162.3225"
"Middle East","2024-08-07","1111.15","4","277.7875"
"North America","2024-08-07","2764.09","8","345.51125"
"Southeast Asia","2024-08-07","1683.54","7","240.50571428571428"
"Europe","2024-08-08","842.45","6","140.40833333333333"
"Latin America","2024-08-08","536.88","3","178.96"
"Middle East","2024-08-08","1543.73","5","308.746"
"North America","2024-08-08","1693.73","9","188.19222222222223"
"Southeast Asia","2024-08-08","2185.03","9","242.78111111111113"
"Europe","2024-08-09","1732.34","4","433.085"
"Latin America","2024-08-09","721.06","2","360.53"
"Middle East","2024-08-09","644.62","4","161.155"
"North America","2024-08-09","1519.95","9","168.88333333333333"
"Southeast Asia","2024-08-09","1870.73","6","311.78833333333336"
"Europe","2024-08-10","112.50999999999999","2","56.254999999999995"
"Latin America","2024-08-10","1336.42","5","267.284"
"Middle East","2024-08-10","46.42","1","46.42"
"North America","2024-08-10","1451.73","7","207.39000000000001"
"Southeast Asia","2024-08-10","2487.98","4","621.995"
"Europe","2024-08-11","5811.31","12","484.27583333333337"
"Latin America","2024-08-11","264.73","2","132.365"
"Middle East","2024-08-11","62.06","2","31.03"
"North America","2024-08-11","903.9499999999999","5","180.79"
"Southeast Asia","2024-08-11","648.66","4","162.165"
"Europe","2024-08-12","1382.79","4","345.6975"
"Latin America","2024-08-12","171.98","1","171.98"
"Middle East","2024-08-12","1579.84","4","394.96"
"North America","2024-08-12","2159.27","7","308.46714285714285"
"Southeast Asia","2024-08-12","2121.34","6","353.5566666666667"
"Europe","2024-08-13","435.82","5","87.164"
"Latin America","2024-08-13","469.51","3","156.50333333333333"
"Middle East","2024-08-13","1465.09","6","244.18166666666664"
"North America","2024-08-13","2185.04","10","218.504"
"Southeast Asia","2024-08-13","1435.58","6","239.26333333333332"
"Europe","2024-08-14","3104.58","11","282.23454545454547"
"Latin America","2024-08-14","527.15","2","263.575"
"Middle East","2024-08-14","1062.22","3","354.0733333333333"
"North America","2024-08-14","2420.15","10","242.01500000000001"
"Southeast Asia","2024-08-14","1452.51","3","484.17"
"Europe","2024-08-15","1577.02","5","315.404"
"Latin America","2024-08-15","1240.15","4","310.0375"
"Middle East","2024-08-15","1113.1","2","556.55"
"North America","2024-08-15","2921.8","7","417.40000000000003"
"Southeast Asia","2024-08-15","1894.65","7","270.6642857142857"
"Europe","2024-08-16","716.37","4","179.0925"
"Latin America","2024-08-16","588.8","4","147.2"
"Middle East","2024-08-16","186.73","2","93.365"
"North America","2024-08-16","1043.26","7","149.03714285714287"
"Southeast Asia","2024-08-16","4296.67","8","537.08375"
"Europe","2024-08-17","1543.21","7","220.45857142857145"
"Latin America","2024-08-17","812.93","2","406.465"
"North America","2024-08-17","3580.69","8","447.58625"
"Southeast Asia","2024-08-17","874.29","3","291.43"
"Europe","2024-08-18","1838.55","6","306.425"
"Latin America","2024-08-18","173.51","1","173.51"
"Middle East","2024-08-18","515.26","2","257.63"
"North America","2024-08-18","1511.29","8","188.91125"
"Southeast Asia","2024-08-18","74.52","3","24.84"
"Europe","2024-08-19","2020.76","5","404.152"
"Latin America","2024-08-19","567.32","2","283.66"
"Middle East","2024-08-19","496.36","5","99.272"
"North America","2024-08-19","1094.69","6","182.44833333333335"
"Southeast Asia","2024-08-19","783.9599999999999","5","156.79199999999997"
"Europe","2024-08-20","1568.1000000000001","7","224.01428571428573"
"Latin America","2024-08-20","1933.52","6","322.25333333333333"
"Middle East","2024-08-20","525.14","2","262.57"
"North America","2024-08-20","1517.24","6","252.87333333333333"
"Southeast Asia","2024-08-20","2256.36","7","322.33714285714285"
"Europe","2024-08-21","850.6","4","212.65"
"Latin America","2024-08-21","1866.21","4","466.5525"
"Middle East","2024-08-21","494.78999999999996","6","82.46499999999999"
"North America","2024-08-21","410.13","4","102.5325"
"Southeast Asia","2024-08-21","297.12","5","59.424"
"Europe","2024-08-22","729.29","4","182.3225"
"Middle East","2024-08-22","1035.5700000000002","3","345.19000000000005"
"North America","2024-08-22","2518.06","9","279.78444444444443"
"Southeast Asia","2024-08-22","2225.71","9","247.3011111111111"
"Europe","2024-08-23","870.36","6","145.06"
"Latin America","2024-08-23","327.93","2","163.965"
"Middle East","2024-08-23","2446.98","5","489.396"
"North America","2024-08-23","4066.92","14","290.4942857142857"
"Southeast Asia","2024-08-23","3432.9","8","429.1125"
"Europe","2024-08-24","1879.45","7","268.49285714285713"
"Latin America","2024-08-24","1198.39","4","299.5975"
"Middle East","2024-08-24","138.88","1","138.88"
"North America","2024-08-24","4594.88","9","510.5422222222222"
"Southeast Asia","2024-08-24","915.9100000000001","6","152.65166666666667"
"Europe","2024-08-25","2207.7599999999998","11","200.70545454545453"
"Latin America","2024-08-25","1159.09","3","386.3633333333333"
"Middle East","2024-08-25","36.02","1","36.02"
"North America","2024-08-25","1694.05","8","211.75625"
"Southeast Asia","2024-08-25","2822.58","8","352.8225"
"Europe","2024-08-26","286.32","3","95.44"
"Latin America","2024-08-26","508.8","5","101.76"
"Middle East","2024-08-26","880.75","4","220.1875"
"North America","2024-08-26","2503.43","12","208.61916666666664"
"Southeast Asia","2024-08-26","603.9300000000001","3","201.31000000000003"
"Europe","2024-08-27","2547.86","8","318.4825"
"Latin America","2024-08-27","150.36","1","150.36"
"Middle East","2024-08-27","332.22999999999996","3","110.74333333333333"
"North America","2024-08-27","1645.42","4","411.355"
"Southeast Asia","2024-08-27","1053","4","263.25"
"Europe","2024-08-28","1616.67","4","404.1675"
"Latin America","2024-08-28","876.56","5","175.31199999999998"
"Middle East","2024-08-28","90.96000000000001","2","45.480000000000004"
"North America","2024-08-28","1578.54","8","197.3175"
"Southeast Asia","2024-08-28","5140.45","11","467.31363636363636"
"Europe","2024-08-29","103.39","1","103.39"
"Latin America","2024-08-29","211.62","1","211.62"
"North America","2024-08-29","178.65","1","178.65"
"Southeast Asia","2024-08-29","94.97","1","94.97"
"Latin America","2024-08-30","68.04","1","68.04"
"North America","2024-08-30","62.9","1","62.9"
"Middle East","2024-08-31","3748.19","3","1249.3966666666668"
"North America","2024-08-31","2307.95","5","461.59"
"Southeast Asia","2024-08-31","322.52","1","322.52"
"Europe","2024-09-01","1152.82","6","192.13666666666666"
"Middle East","2024-09-01","168.74","1","168.74"
"North America","2024-09-01","1058.54","7","151.22"
"Southeast Asia","2024-09-01","975.0600000000001","6","162.51000000000002"
"Europe","2024-09-02","1108.6","7","158.37142857142857"
"Latin America","2024-09-02","223.04999999999998","3","74.35"
"Middle East","2024-09-02","1007.27","2","503.635"
"North America","2024-09-02","764.96","10","76.49600000000001"
"Southeast Asia","2024-09-02","675.01","6","112.50166666666667"
"Europe","2024-09-03","1254.24","2","627.12"
"Latin America","2024-09-03","325.6","3","108.53333333333335"
"Middle East","2024-09-03","923.23","5","184.64600000000002"
"North America","2024-09-03","2627.14","12","218.9283333333333"
"Southeast Asia","2024-09-03","440.05","4","110.0125"
"Europe","2024-09-04","1986.68","4","496.67"
"Latin America","2024-09-04","1077.79","3","359.2633333333333"
"Middle East","2024-09-04","202.51","1","202.51"
"North America","2024-09-04","1099.01","5","219.802"
"Southeast Asia","2024-09-04","1863.04","5","372.608"
"Europe","2024-09-05","3787.69","6","631.2816666666666"
"Latin America","2024-09-05","1738.7","5","347.74"
"Middle East","2024-09-05","2835.74","6","472.6233333333333"
"North America","2024-09-05","1873.06","9","208.11777777777777"
"Southeast Asia","2024-09-05","1458.8600000000001","3","486.2866666666667"
"Europe","2024-09-06","1983.52","7","283.36"
"Latin America","2024-09-06","600.0699999999999","3","200.0233333333333"
"Middle East","2024-09-06","1792.7","4","448.175"
"North America","2024-09-06","4485.61","11","407.78272727272724"
"Southeast Asia","2024-09-06","291.65","3","97.21666666666665"
"Europe","2024-09-07","1338.69","4","334.6725"
"Latin America","2024-09-07","137.48999999999998","3","45.82999999999999"
"Middle East","2024-09-07","656.67","4","164.1675"
"North America","2024-09-07","1957.3600000000001","9","217.48444444444445"
"Southeast Asia","2024-09-07","1083.22","7","154.74571428571429"
"Europe","2024-09-08","901.04","5","180.208"
"Latin America","2024-09-08","1015.81","3","338.6033333333333"
"Middle East","2024-09-08","924.77","1","924.77"
"North America","2024-09-08","1883.01","8","235.37625"
"Southeast Asia","2024-09-08","2457.48","5","491.496"
"Europe","2024-09-09","2036.95","4","509.2375"
"Latin America","2024-09-09","2776.25","6","462.7083333333333"
"Middle East","2024-09-09","1006.0899999999999","5","201.218"
"North America","2024-09-09","1209.21","11","109.92818181818183"
"Southeast Asia","2024-09-09","2018.96","9","224.32888888888888"
"Europe","2024-09-10","599.8399999999999","4","149.95999999999998"
"Latin America","2024-09-10","61.57","1","61.57"
"Middle East","2024-09-10","226.48","1","226.48"
"North America","2024-09-10","2356.58","6","392.7633333333333"
"Southeast Asia","2024-09-10","1610.19","6","268.365"
"Europe","2024-09-11","400.9","4","100.225"
"Latin America","2024-09-11","256.44","2","128.22"
"Middle East","2024-09-11","56.13","3","18.71"
"North America","2024-09-11","1065.75","5","213.15"
"Southeast Asia","2024-09-11","814.11","6","135.685"
"Europe","2024-09-12","1742.8","5","348.56"
"Latin America","2024-09-12","101.30000000000001","2","50.650000000000006"
"Middle East","2024-09-12","20.62","1","20.62"
"North America","2024-09-12","2168.73","6","361.455"
"Southeast Asia","2024-09-12","990.3299999999999","6","165.05499999999998"
"Europe","2024-09-13","219.71","3","73.23666666666666"
"Latin America","2024-09-13","1275.66","2","637.83"
"Middle East","2024-09-13","1279.8100000000002","3","426.6033333333334"
"North America","2024-09-13","2594.3","9","288.2555555555556"
"Southeast Asia","2024-09-13","946.01","3","315.33666666666664"
"Europe","2024-09-14","2183.72","6","363.9533333333333"
"Latin America","2024-09-14","216.6","2","108.3"
"Middle East","2024-09-14","93.29","1","93.29"
"North America","2024-09-14","1313.48","9","145.94222222222223"
"Southeast Asia","2024-09-14","2591.47","11","235.5881818181818"
"Europe","2024-09-15","361.45000000000005","2","180.72500000000002"
"Latin America","2024-09-15","465.84","2","232.92"
"Middle East","2024-09-15","507.96","2","253.98"
"North America","2024-09-15","787.02","7","112.43142857142857"
"Southeast Asia","2024-09-15","1648.24","8","206.03"
"Europe","2024-09-16","634.2900000000001","3","211.43000000000004"
"Latin America","2024-09-16","454.69","1","454.69"
"Middle East","2024-09-16","1592.23","5","318.446"
"North America","2024-09-16","2464.98","8","308.1225"
"Southeast Asia","2024-09-16","927.58","5","185.51600000000002"
"Europe","2024-09-17","782.46","3","260.82"
"Latin America","2024-09-17","1094.6","2","547.3"
"Middle East","2024-09-17","1695.52","4","423.88"
"North America","2024-09-17","1847.26","8","230.9075"
"Southeast Asia","2024-09-17","1518.19","3","506.06333333333333"
"Europe","2024-09-18","2199.94","5","439.988"
"Latin America","2024-09-18","394.03","4","98.5075"
"Middle East","2024-09-18","514.35","1","514.35"
"North America","2024-09-18","3728.58","8","466.0725"
"Southeast Asia","2024-09-18","425.06","3","141.68666666666667"
"Europe","2024-09-19","3615.0800000000004","7","516.44"
"Latin America","2024-09-19","1125.26","3","375.08666666666664"
"North America","2024-09-19","2291.92","12","190.99333333333334"
"Southeast Asia","2024-09-19","1186.27","4","296.5675"
"Europe","2024-09-20","773.9399999999999","4","193.48499999999999"
"Latin America","2024-09-20","895.95","3","298.65000000000003"
"Middle East","2024-09-20","216.09","3","72.03"
"North America","2024-09-20","609.47","4","152.3675"
"Southeast Asia","2024-09-20","1183.23","5","236.64600000000002"
"Europe","2024-09-21","956.09","5","191.21800000000002"
"Latin America","2024-09-21","117.2","2","58.6"
"Middle East","2024-09-21","1667.47","1","1667.47"
"North America","2024-09-21","4025.37","10","402.537"
"Southeast Asia","2024-09-21","2643.02","7","377.57428571428574"
"Europe","2024-09-22","677.27","5","135.454"
"Latin America","2024-09-22","445.32000000000005","3","148.44000000000003"
"Middle East","2024-09-22","26.29","1","26.29"
"North America","2024-09-22","669.24","6","111.54"
"Southeast Asia","2024-09-22","1122.32","4","280.58"
"Europe","2024-09-23","1563.1399999999999","4","390.78499999999997"
"Latin America","2024-09-23","3218.73","8","402.34125"
"Middle East","2024-09-23","2419.57","3","806.5233333333334"
"North America","2024-09-23","1978.66","11","179.87818181818182"
"Southeast Asia","2024-09-23","2060.7000000000003","8","257.58750000000003"
"Europe","2024-09-24","1411.5500000000002","4","352.88750000000005"
"Latin America","2024-09-24","179.44","3","59.81333333333333"
"Middle East","2024-09-24","490.54","3","163.51333333333335"
"North America","2024-09-24","289.72","5","57.944"
"Europe","2024-09-25","1973.95","5","394.79"
"Latin America","2024-09-25","768.31","3","256.1033333333333"
"Middle East","2024-09-25","374.31","1","374.31"
"North America","2024-09-25","1833.5900000000001","5","366.718"
"Southeast Asia","2024-09-25","172.69","4","43.1725"
"Europe","2024-09-26","1505.3500000000001","4","376.33750000000003"
"Latin America","2024-09-26","952.27","3","317.42333333333335"
"Middle East","2024-09-26","642.9499999999999","2","321.47499999999997"
"North America","2024-09-26","2100.98","5","420.196"
"Southeast Asia","2024-09-26","1134.37","3","378.1233333333333"
"Europe","2024-09-27","1898.01","9","210.89"
"Latin America","2024-09-27","31.02","1","31.02"
"Middle East","2024-09-27","497.5","3","165.83333333333334"
"North America","2024-09-27","2411.3","10","241.13000000000002"
"Southeast Asia","2024-09-27","206.1","3","68.7"
"Europe","2024-09-28","1304.98","7","186.4257142857143"
"Latin America","2024-09-28","675.59","4","168.8975"
"Middle East","2024-09-28","141.22","2","70.61"
"North America","2024-09-28","2083.31","7","297.61571428571426"
"Southeast Asia","2024-09-28","1968.65","8","246.08125"
"Europe","2024-09-29","347.98","2","173.99"
"Middle East","2024-09-29","68.46","1","68.46"
"North America","2024-09-29","77.56","1","77.56"
"Southeast Asia","2024-09-29","99.27","1","99.27"
"Europe","2024-09-30","267.08000000000004","2","133.54000000000002"
"Latin America","2024-09-30","202.17000000000002","2","101.08500000000001"
"North America","2024-09-30","3026.31","3","1008.77"
"Southeast Asia","2024-09-30","172.69","1","172.69"
"Europe","2024-10-01","1614.5","8","201.8125"
"Latin America","2024-10-01","578.9300000000001","3","192.9766666666667"
"Middle East","2024-10-01","86.49","1","86.49"
"North America","2024-10-01","4518.63","13","347.5869230769231"
"Southeast Asia","2024-10-01","331.8","3","110.60000000000001"
"Europe","2024-10-02","797.48","2","398.74"
"Latin America","2024-10-02","650.9200000000001","3","216.97333333333336"
"North America","2024-10-02","2237.94","7","319.7057142857143"
"Southeast Asia","2024-10-02","6686.5","10","668.65"
"Europe","2024-10-03","1887.61","8","235.95125"
"Latin America","2024-10-03","794.74","2","397.37"
"Middle East","2024-10-03","1558.8200000000002","3","519.6066666666667"
"North America","2024-10-03","3161.6299999999997","7","451.66142857142853"
"Southeast Asia","2024-10-03","741.89","1","741.89"
"Europe","2024-10-04","1542.17","10","154.217"
"Latin America","2024-10-04","1025.95","5","205.19"
"Middle East","2024-10-04","249.48000000000002","4","62.370000000000005"
"North America","2024-10-04","3851.35","8","481.41875"
"Southeast Asia","2024-10-04","6217.87","10","621.787"
"Europe","2024-10-05","1030.54","8","128.8175"
"Latin America","2024-10-05","676.67","2","338.335"
"Middle East","2024-10-05","257.16999999999996","2","128.58499999999998"
"North America","2024-10-05","2122.45","7","303.20714285714286"
"Southeast Asia","2024-10-05","1442.13","8","180.26625"
"Europe","2024-10-06","3188.2000000000003","7","455.4571428571429"
"Latin America","2024-10-06","990.03","2","495.015"
"Middle East","2024-10-06","46.1","1","46.1"
"North America","2024-10-06","1496.38","8","187.0475"
"Southeast Asia","2024-10-06","1766.6299999999999","6","294.43833333333333"
"Europe","2024-10-07","526.0600000000001","3","175.35333333333335"
"Latin America","2024-10-07","1834.3799999999999","7","262.0542857142857"
"Middle East","2024-10-07","762.97","3","254.32333333333335"
"North America","2024-10-07","3452.05","10","345.20500000000004"
"Southeast Asia","2024-10-07","3050.81","8","381.35125"
"Europe","2024-10-08","3675.0899999999997","6","612.515"
"Latin America","2024-10-08","3070.48","7","438.64"
"Middle East","2024-10-08","374.37","4","93.5925"
"North America","2024-10-08","1458.9","6","243.15"
"Southeast Asia","2024-10-08","2273.3","9","252.5888888888889"
"Europe","2024-10-09","2754.73","7","393.53285714285715"
"Latin America","2024-10-09","1258.44","4","314.61"
"Middle East","2024-10-09","792.24","4","198.06"
"North America","2024-10-09","7045.620000000001","15","469.708"
"Southeast Asia","2024-10-09","767.4699999999999","4","191.86749999999998"
"Europe","2024-10-10","2821.16","6","470.1933333333333"
"Latin America","2024-10-10","693.55","7","99.07857142857142"
"Middle East","2024-10-10","3019.06","9","335.4511111111111"
"North America","2024-10-10","1161.93","8","145.24125"
"Southeast Asia","2024-10-10","1591.96","4","397.99"
"Europe","2024-10-11","675.84","6","112.64"
"Latin America","2024-10-11","837.76","4","209.44"
"Middle East","2024-10-11","2353.75","6","392.2916666666667"
"North America","2024-10-11","1028.71","6","171.45166666666668"
"Southeast Asia","2024-10-11","2010.81","6","335.135"
"Europe","2024-10-12","3190.7","8","398.8375"
"Latin America","2024-10-12","207.94","3","69.31333333333333"
"Middle East","2024-10-12","1020.9499999999999","3","340.31666666666666"
"North America","2024-10-12","1201.68","8","150.21"
"Southeast Asia","2024-10-12","1133.22","6","188.87"
"Europe","2024-10-13","2028.77","3","676.2566666666667"
"Latin America","2024-10-13","1165.34","4","291.335"
"Middle East","2024-10-13","103.81","2","51.905"
"North America","2024-10-13","2284.89","12","190.4075"
"Southeast Asia","2024-10-13","2782.23","6","463.705"
"Europe","2024-10-14","2970.01","9","330.00111111111113"
"Latin America","2024-10-14","698.48","5","139.696"
"Middle East","2024-10-14","1171.26","3","390.42"
"North America","2024-10-14","2249.64","10","224.964"
"Southeast Asia","2024-10-14","4425.37","10","442.537"
"Europe","2024-10-15","2842.37","9","315.81888888888886"
"Latin America","2024-10-15","1972.27","8","246.53375"
"Middle East","2024-10-15","448.7","2","224.35"
"North America","2024-10-15","3250.1","11","295.46363636363634"
"Southeast Asia","2024-10-15","3663.04","12","305.25333333333333"
"Europe","2024-10-16","3988.16","12","332.34666666666664"
"Latin America","2024-10-16","2519.82","6","419.97"
"Middle East","2024-10-16","1017.88","4","254.47"
"North America","2024-10-16","1479.01","9","164.33444444444444"
"Southeast Asia","2024-10-16","814.77","6","135.795"
"Europe","2024-10-17","3962.74","9","440.3044444444444"
"Latin America","2024-10-17","44.379999999999995","2","22.189999999999998"
"Middle East","2024-10-17","1404.79","3","468.2633333333333"
"North America","2024-10-17","1354.56","8","169.32"
"Southeast Asia","2024-10-17","793.7","5","158.74"
"Europe","2024-10-18","516.27","3","172.09"
"Latin America","2024-10-18","561.09","3","187.03"
"Middle East","2024-10-18","37.86","1","37.86"
"North America","2024-10-18","4506.98","10","450.698"
"Southeast Asia","2024-10-18","4219.38","11","383.58"
"Europe","2024-10-19","1133.37","7","161.91"
"Latin America","2024-10-19","523.66","1","523.66"
"Middle East","2024-10-19","771.81","5","154.362"
"North America","2024-10-19","303.28","1","303.28"
"Southeast Asia","2024-10-19","954.23","5","190.846"
"Europe","2024-10-20","1892.8899999999999","8","236.61124999999998"
"Latin America","2024-10-20","752.74","3","250.91333333333333"
"North America","2024-10-20","3828.53","9","425.39222222222224"
"Southeast Asia","2024-10-20","719.53","3","239.84333333333333"
"Europe","2024-10-21","3867.34","10","386.73400000000004"
"Latin America","2024-10-21","120.49","1","120.49"
"Middle East","2024-10-21","88.92","1","88.92"
"North America","2024-10-21","1763.99","4","440.9975"
"Southeast Asia","2024-10-21","939.37","5","187.874"
"Europe","2024-10-22","3182.26","6","530.3766666666667"
"Latin America","2024-10-22","1610.71","4","402.6775"
"Middle East","2024-10-22","522.66","2","261.33"
"North America","2024-10-22","2898.19","8","362.27375"
"Southeast Asia","2024-10-22","1890.8300000000002","4","472.70750000000004"
"Europe","2024-10-23","3167.95","10","316.79499999999996"
"Latin America","2024-10-23","410.24","5","82.048"
"Middle East","2024-10-23","313.86","3","104.62"
"North America","2024-10-23","2013.56","12","167.79666666666665"
"Southeast Asia","2024-10-23","2563.08","9","284.78666666666663"
"Europe","2024-10-24","891.75","5","178.35"
"Latin America","2024-10-24","72.57","2","36.285"
"Middle East","2024-10-24","459.28999999999996","2","229.64499999999998"
"North America","2024-10-24","3587.17","10","358.717"
"Southeast Asia","2024-10-24","2712.79","7","387.5414285714286"
"Europe","2024-10-25","840.42","8","105.0525"
"Latin America","2024-10-25","1173.52","7","167.6457142857143"
"Middle East","2024-10-25","1555.75","5","311.15"
"North America","2024-10-25","2187.91","11","198.90090909090907"
"Southeast Asia","2024-10-25","1054.98","7","150.71142857142857"
"Europe","2024-10-26","1728.29","6","288.04833333333335"
"Latin America","2024-10-26","2475.64","5","495.128"
"Middle East","2024-10-26","787.62","4","196.905"
"North America","2024-10-26","2009.45","11","182.67727272727274"
"Southeast Asia","2024-10-26","1005.09","6","167.51500000000001"
"Europe","2024-10-27","4895.05","10","489.505"
